doc_id,paper_title,authors,categories,published,arxiv_url,abstract
2403.12117v2,Transfer Learning for T-Cell Response Prediction,Josua Stadelmaier; Brandon Malone; Ralf Eggeling,cs.LG,2024-03-18 17:32:19,https://arxiv.org/abs/2403.12117v2,"We study the prediction of T-cell response for specific given peptides, which
could, among other applications, be a crucial step towards the development of
personalized cancer vaccines. It is a challenging task due to limited,
heterogeneous training data featuring a multi-domain structure; such data"
2405.20769v2,"Avoiding Pitfalls for Privacy Accounting of Subsampled Mechanisms under
  Composition",Christian Janos Lebeda; Matthew Regehr; Gautam Kamath; Thomas Steinke,cs.CR; cs.DS; cs.LG; stat.ML,2024-05-27 20:30:12,https://arxiv.org/abs/2405.20769v2,"We consider the problem of computing tight privacy guarantees for the
composition of subsampled differentially private mechanisms. Recent algorithms
can numerically compute the privacy parameters to arbitrary precision but must
be carefully applied.
  Our main contribution is to address two common p"
2409.17550v3,"A Simple but Strong Baseline for Sounding Video Generation: Effective
  Adaptation of Audio and Video Diffusion Models for Joint Generation",Masato Ishii; Akio Hayakawa; Takashi Shibuya; Yuki Mitsufuji,cs.LG; cs.MM; cs.SD; eess.AS,2024-09-26 05:39:52,https://arxiv.org/abs/2409.17550v3,"In this work, we build a simple but strong baseline for sounding video
generation. Given base diffusion models for audio and video, we integrate them
with additional modules into a single model and train it to make the model
jointly generate audio and video. To enhance alignment between audio-video
"
2407.13314v3,NIRVAR: Network Informed Restricted Vector Autoregression,Brendan Martin; Francesco Sanna Passino; Mihai Cucuringu; Alessandra Luati,stat.ME; stat.AP,2024-07-18 09:16:03,https://arxiv.org/abs/2407.13314v3,"High-dimensional panels of time series often arise in finance and
macroeconomics, where co-movements within groups of panel components occur.
Extracting these groupings from the data provides a course-grained description
of the complex system in question and can inform subsequent prediction tasks.
W"
2405.04912v2,GP-MoLFormer: A Foundation Model For Molecular Generation,Jerret Ross; Brian Belgodere; Samuel C. Hoffman; Vijil Chenthamarakshan; Jiri Navratil; Youssef Mroueh; Payel Das,q-bio.BM; cs.LG; physics.chem-ph,2024-04-04 16:20:06,https://arxiv.org/abs/2405.04912v2,"Transformer-based models trained on large and general purpose datasets
consisting of molecular strings have recently emerged as a powerful tool for
successfully modeling various structure-property relations. Inspired by this
success, we extend the paradigm of training chemical language transformers "
2408.13000v2,"Air-HOLP: Adaptive Regularized Feature Screening for High Dimensional
  Correlated Data",Ibrahim Joudah; Samuel Muller; Houying Zhu,stat.ME; stat.CO,2024-08-23 11:42:33,https://arxiv.org/abs/2408.13000v2,"Handling high-dimensional datasets presents substantial computational
challenges, particularly when the number of features far exceeds the number of
observations and when features are highly correlated. A modern approach to
mitigate these issues is feature screening. In this work, the High-dimension"
2412.02459v2,"The Underlying Dynamics of Life and Its Evolution: A Prigogine-Inspired
  Informational Dissipative System",Salvatore Chirumbolo; Antonio Vella,q-bio.SC,2024-12-03 14:00:41,https://arxiv.org/abs/2412.02459v2,"Life is fundamentally a scientific enigma. The interplay between chaos,
entropy dynamics, and Prigogine's dissipative systems offers profound insights
into the emergence, stabilization, and eventual collapse of
far-from-equilibrium systems. This study proposes that, alongside thermodynamic
dissipati"
2405.07312v3,Nonparametric Control Koopman Operators,Petar Bevanda; Bas Driessen; Lucian Cristian Iacob; Stefan Sosnowski; Roland Tóth; Sandra Hirche,cs.LG; cs.SY,2024-05-12 15:46:52,https://arxiv.org/abs/2405.07312v3,"This paper presents a novel Koopman (composition) operator representation
framework for control systems in reproducing kernel Hilbert spaces (RKHSs) that
is free of explicit dictionary or input parametrizations. By establishing
fundamental equivalences between different model representations, we are"
2405.14131v3,Statistical Advantages of Perturbing Cosine Router in Mixture of Experts,Huy Nguyen; Pedram Akbarian; Trang Pham; Trang Nguyen; Shujian Zhang; Nhat Ho,stat.ML; cs.LG,2024-05-23 03:11:07,https://arxiv.org/abs/2405.14131v3,"The cosine router in Mixture of Experts (MoE) has recently emerged as an
attractive alternative to the conventional linear router. Indeed, the cosine
router demonstrates favorable performance in image and language tasks and
exhibits better ability to mitigate the representation collapse issue, which"
2405.10089v2,"Do You Even Lift? Strengthening Compiler Security Guarantees Against
  Spectre Attacks",Xaver Fabian; Marco Patrignani; Marco Guarnieri; Michael Backes,cs.PL,2024-05-16 13:34:00,https://arxiv.org/abs/2405.10089v2,"Mainstream compilers implement different countermeasures to prevent specific
classes of speculative execution attacks. Unfortunately, these countermeasures
either lack formal guarantees or come with proofs restricted to speculative
semantics capturing only a subset of the speculation mechanisms supp"
2406.13839v2,RNA-FrameFlow: Flow Matching for de novo 3D RNA Backbone Design,Rishabh Anand; Chaitanya K. Joshi; Alex Morehead; Arian R. Jamasb; Charles Harris; Simon V. Mathis; Kieran Didi; Bryan Hooi; Pietro Liò,q-bio.BM; cs.LG; q-bio.GN,2024-06-19 21:06:44,https://arxiv.org/abs/2406.13839v2,"We introduce RNA-FrameFlow, the first generative model for 3D RNA backbone
design. We build upon SE(3) flow matching for protein backbone generation and
establish protocols for data preparation and evaluation to address unique
challenges posed by RNA modeling. We formulate RNA structures as a set of"
2410.11712v2,"Parameter estimation of structural dynamics with neural operators
  enabled surrogate modeling",Mingyuan Zhou; Haoze Song; Wenjing Ye; Wei Wang; Zhilu Lai,cs.CE; physics.data-an,2024-10-15 15:47:01,https://arxiv.org/abs/2410.11712v2,"Parameter estimation in structural dynamics generally involves inferring the
values of physical, geometric, or even customized parameters based on first
principles or expert knowledge, which is challenging for complex structural
systems. In this work, we present a unified deep learning-based framewo"
2410.03816v2,"Modeling and Analysis of Spatial and Temporal Land Clutter Statistics in
  SAR Imaging Based on MSTAR Data",Shahrokh Hamidi,cs.CV; eess.SP; stat.AP,2024-10-04 18:47:49,https://arxiv.org/abs/2410.03816v2,"The statistical analysis of land clutter for Synthetic Aperture Radar (SAR)
imaging has become an increasingly important subject for research and
investigation. It is also absolutely necessary for designing robust algorithms
capable of performing the task of target detection in the background clutte"
2408.13919v4,Quantum Multimodal Contrastive Learning Framework,Chi-Sheng Chen; Aidan Hung-Wen Tsai; Sheng-Chieh Huang,quant-ph; q-bio.NC,2024-08-25 19:08:43,https://arxiv.org/abs/2408.13919v4,"In this paper, we propose a novel framework for multimodal contrastive
learning utilizing a quantum encoder to integrate EEG (electroencephalogram)
and image data. This groundbreaking attempt explores the integration of quantum
encoders within the traditional multimodal learning framework. By levera"
2411.13783v2,"Process and Policy Insights from an Intercomparison of Open Electricity
  System Capacity Expansion Models",Greg Schivley; Aurora Barone; Michael Blackhurst; Patricia Hidalgo-Gonzalez; Jesse Jenkins; Oleg Lugovoy; Qian Luo; Michael J. Roberts; Rangrang Zheng; Cameron Wade; Matthias Fripp,econ.GN; math.OC; q-fin.EC,2024-11-21 01:53:23,https://arxiv.org/abs/2411.13783v2,"This study performs a detailed intercomparison of four open-source
electricity capacity expansion models - Temoa, Switch, GenX, and USENSYS - to
evaluate 1) how closely the results of these models align when inputs and
configurations are harmonized, and 2) the degree to which varying model
configura"
2412.06947v3,PyraNet: A Multi-Layered Hierarchical Dataset for Verilog,Bardia Nadimi; Ghali Omar Boutaib; Hao Zheng,cs.AR; cs.AI; cs.LG; cs.PL,2024-12-09 19:45:54,https://arxiv.org/abs/2412.06947v3,"Recently, there has been a growing interest in leveraging Large Language
Models for Verilog code generation. However, the current quality of the
generated Verilog code remains suboptimal. This is largely due to the absence
of well-defined, well-organized datasets with high-quality samples, as well a"
2405.11681v3,Distributed Tensor Principal Component Analysis with Data Heterogeneity,Elynn Chen; Xi Chen; Wenbo Jing; Yichen Zhang,stat.ME; math.ST; stat.TH,2024-05-19 21:52:12,https://arxiv.org/abs/2405.11681v3,"As tensors become widespread in modern data analysis, Tucker low-rank
Principal Component Analysis (PCA) has become essential for dimensionality
reduction and structural discovery in tensor datasets. Motivated by the common
scenario where large-scale tensors are distributed across diverse geographic"
2412.18817v2,"Wireless Communication with Flexible Reflector: Joint Placement and
  Rotation Optimization for Coverage Enhancement",Haiquan Lu; Zhi Yu; Yong Zeng; Shaodan Ma; Shi Jin; Rui Zhang,cs.IT; eess.SP; math.IT,2024-12-25 07:57:54,https://arxiv.org/abs/2412.18817v2,"Passive metal reflectors for communication enhancement have appealing
advantages such as ultra low cost, zero energy expenditure, maintenance-free
operation, long life span, and full compatibility with legacy wireless systems.
To unleash the full potential of passive reflectors for wireless
communic"
2408.09344v2,"GitHub is an effective platform for collaborative and reproducible
  laboratory research",Katharine Y. Chen; Maria Toro-Moreno; Arvind Rasi Subramaniam,q-bio.OT,2024-08-18 03:35:26,https://arxiv.org/abs/2408.09344v2,"Laboratory research is a complex, collaborative process that involves several
stages, including hypothesis formulation, experimental design, data generation
and analysis, and manuscript writing. Although reproducibility and data sharing
are increasingly prioritized at the publication stage, integrat"
2404.17994v2,"LeqMod: Adaptable Lesion-Quantification-Consistent Modulation for Deep
  Learning Low-Count PET Image Denoising",Menghua Xia; Huidong Xie; Qiong Liu; Bo Zhou; Hanzhong Wang; Biao Li; Axel Rominger; Quanzheng Li; Ramsey D. Badawi; Kuangyu Shi; Georges El Fakhri; Chi Liu,eess.IV,2024-04-27 20:03:36,https://arxiv.org/abs/2404.17994v2,"Deep learning-based positron emission tomography (PET) image denoising offers
the potential to reduce radiation exposure and scanning time by transforming
low-count images into high-count equivalents. However, existing methods
typically blur crucial details, leading to inaccurate lesion quantificati"
2410.17708v2,"Proteome-wide prediction of mode of inheritance and molecular mechanism
  underlying genetic diseases using structural interactomics",Ali Saadat; Jacques Fellay,q-bio.QM; q-bio.GN,2024-10-23 09:33:13,https://arxiv.org/abs/2410.17708v2,"Genetic diseases can be classified according to their modes of inheritance
and their underlying molecular mechanisms. Autosomal dominant disorders often
result from DNA variants that cause loss-of-function, gain-of-function, or
dominant-negative effects, while autosomal recessive diseases are primar"
2411.07984v2,Scalable piecewise smoothing with BART,Ryan Yee; Soham Ghosh; Sameer K. Deshpande,stat.ME,2024-11-12 18:08:56,https://arxiv.org/abs/2411.07984v2,"Although it is an extremely effective, easy-to-use, and increasingly popular
tool for nonparametric regression, the Bayesian Additive Regression Trees
(BART) model is limited by the fact that it can only produce discontinuous
output. Initial attempts to overcome this limitation were based on regress"
2408.08704v2,"Beyond the Hype: A dispassionate look at vision-language models in
  medical scenario",Yang Nan; Huichi Zhou; Xiaodan Xing; Guang Yang,cs.CV; cs.AI,2024-08-16 12:32:44,https://arxiv.org/abs/2408.08704v2,"Recent advancements in Large Vision-Language Models (LVLMs) have demonstrated
remarkable capabilities across diverse tasks, garnering significant attention
in AI communities. However, their performance and reliability in specialized
domains such as medicine remain insufficiently assessed. In particu"
